sequencial_candidato,uf,partido,quantidade_doacoes,quantidade_doadores,total_receita,media_receita,recursos_de_outros_candidatos.comites,recursos_de_pessoas_fisicas,recursos_de_pessoas_juridicas,recursos_proprios,recursos_de_partido_politico,quantidade_despesas,quantidade_fornecedores,total_despesa,media_despesa,situacao
250000000565,SP,PDT,31,30,647496.63,20886.99,28496.63,27500,553500,38000,0,123,100,571111.9,4643.19,eleito
250000000566,SP,PDT,45,32,14234.03,316.31,3265.59,9368.44,600,1000,0,28,28,14234.03,508.36,nao_eleito
250000000567,SP,PDT,1,1,303.57,303.57,0,0,0,303.57,0,20,14,253.55,12.68,nao_eleito
250000000568,SP,PDT,3,3,2128,709.33,1980,0,148,0,0,10,10,5598,559.8,nao_eleito
250000001322,SP,PR,74,65,417416.93,5640.77,48073.18,104300,108000,27043.75,130000,112,96,384625.76,3434.16,nao_eleito
250000001323,SP,PT do B,29,28,15218.59,524.78,8868.59,6350,0,0,0,30,29,14178.59,472.62,nao_eleito
250000001324,SP,PRB,5,5,3061.9,612.38,1530,1020,0,511.9,0,5,5,3061.9,612.38,nao_eleito
250000001325,SP,PT,86,85,239135.99,2780.65,44989.54,34398.85,1747.6,0,158000,219,176,211878.24,967.48,nao_eleito
250000001326,SP,PC do B,16,15,17457.8,1091.11,8097.8,3360,0,6000,0,24,22,16454.9,685.62,nao_eleito
250000001327,SP,PRB,67,65,408429,6095.96,29729,29900,0,348800,0,147,141,402569.35,2738.57,eleito
250000001331,SP,PT,141,134,4070466.71,28868.56,101809.38,53000,2869650,1007.33,1045000,2914,1852,3378621.22,1159.44,eleito
250000001332,SP,PC do B,17,15,46675.29,2745.61,5367.99,5.3,21962,19340,0,26,23,44948.66,1728.79,nao_eleito
250000001333,SP,PT,115,105,4743205.3,41245.26,55115.3,1223390,1976700,0,1488000,1719,1196,3783510.96,2201,eleito
250000001334,SP,PT,186,164,3939222.91,21178.62,204402.85,293098.02,2134100.02,42497.02,1265125,3394,2745,2994253.27,882.22,eleito
250000001335,SP,PC do B,31,26,112825.47,3639.53,0,40195.47,55690,16940,0,122,115,105417.05,864.07,nao_eleito
250000001336,SP,PT,108,105,733397.95,6790.72,79711.91,333686.04,95000,0,225000,782,646,660453.81,844.57,eleito
250000001338,SP,PT,296,293,194418.09,656.82,89322.92,13695.17,0,6400,85000,194,175,197168.09,1016.33,nao_eleito
250000001340,SP,PRB,13,12,7417.55,570.58,0,5340,0,482.05,1595.5,14,13,7117.55,508.4,nao_eleito
250000001341,SP,PRB,7,7,6785.5,969.36,1595.5,3860,0,1330,0,8,8,6785.5,848.19,nao_eleito
250000001342,SP,PC do B,106,104,202052.12,1906.15,50404.75,31885,31060,88702.37,0,167,163,208194.12,1246.67,nao_eleito
250000001343,SP,PT,77,73,1949175.26,25313.96,167923.09,70378.71,735000,171873.46,804000,2416,1871,1573236.56,651.17,eleito
250000001344,SP,PT,1,1,20,20,0,20,0,0,0,1,1,20,20,nao_eleito
250000001345,SP,PT,50,50,183508.09,3670.16,57588.09,26620,40000,32100,27200,98,97,182801.52,1865.32,nao_eleito
250000001346,SP,PT,8,8,2741.25,342.66,1891.25,0,0,850,0,8,8,2741,342.62,nao_eleito
250000001347,SP,PRB,2,2,1674,837,1530,144,0,0,0,2,2,1674,837,nao_eleito
250000001348,SP,PT,13,13,13693.3,1053.33,3618.3,0,10075,0,0,20,20,13693.3,684.66,nao_eleito
250000001349,SP,PRB,5,5,3110,622,2210,900,0,0,0,5,5,3110,622,nao_eleito
250000001350,SP,PRB,7,6,25602,3657.43,1661,0,23941,0,0,38,27,21204.4,558.01,nao_eleito
250000001351,SP,PT,159,141,1111670.19,6991.64,113320.19,29700,409300,1850,557500,1246,843,905323.94,726.58,nao_eleito
250000001352,SP,PR,41,32,678243.13,16542.52,147055.39,13125,996.25,0,517066.49,446,406,623304.57,1397.54,eleito
250000001353,SP,PT,7,7,8696.58,1242.37,8696.58,0,0,0,0,7,7,8696.58,1242.37,nao_eleito
250000001354,SP,PT,89,82,553392.15,6217.89,66660.65,74949,357282.5,7000,47500,330,282,510495.87,1546.96,nao_eleito
250000001355,SP,PT,7,7,4310.5,615.79,1910.5,300,0,2100,0,7,7,4310.5,615.79,nao_eleito
250000001356,SP,PT do B,2,2,2313.14,1156.57,2313.14,0,0,0,0,2,2,2313.14,1156.57,nao_eleito
250000001357,SP,PT,79,76,385670.96,4881.91,21570.96,81427,102000,29173,151500,512,488,376598.96,735.54,nao_eleito
250000001359,SP,PC do B,189,184,928676.63,4913.63,86924.73,156747.34,487427,45400,152177.56,602,484,1136617.97,1888.07,nao_eleito
250000001360,SP,PT,80,80,974305.78,12178.82,63210.28,210011.01,343633.33,17451.16,340000,475,414,867324.22,1825.95,nao_eleito
250000001361,SP,PT,104,95,147371.74,1417.04,77371.74,54000,13000,3000,0,146,130,139999.96,958.9,nao_eleito
250000001362,SP,PT,5,4,2322.75,464.55,2322.75,0,0,0,0,5,4,2047.75,409.55,nao_eleito
250000001363,SP,PT,17,16,79476.75,4675.1,7076.75,11500,0,7900,53000,64,60,71122.63,1111.29,nao_eleito
250000001364,SP,PT,907,699,1682318.21,1854.82,289008.96,529192.65,820196,43920.6,0,2109,1950,1765383.68,837.07,eleito
250000001365,SP,PT,70,65,36106.63,515.81,18244.59,9970.73,5000,2891.31,0,87,83,34558.3,397.22,nao_eleito
250000001366,SP,PT,455,429,1469731.92,3230.18,115355.25,225153.99,880992.68,1230,247000,802,634,948185.87,1182.28,eleito
250000001367,SP,PT do B,31,30,47611.72,1535.86,18177.72,29130,304,0,0,30,30,47539.97,1584.67,nao_eleito
250000001368,SP,PT,56,53,44489.25,794.45,9944.25,22525,0,12020,0,62,58,43568.07,702.71,nao_eleito
250000001369,SP,PT do B,3,3,2587.27,862.42,2587.27,0,0,0,0,3,3,2587.27,862.42,nao_eleito
250000001370,SP,PC do B,97,96,2177724.19,22450.76,113163.82,32576.94,1854733.43,7250,170000,1092,873,1903235.28,1742.89,eleito
250000001371,SP,PT,13,12,14102.15,1084.78,14102.15,0,0,0,0,18,17,5491.67,305.09,nao_eleito
250000001372,SP,PT,196,183,2698607.2,13768.4,88857.2,70250,1244000,3000,1292500,920,644,2219560.69,2412.57,eleito
250000001373,SP,PT,75,65,2206552.78,29420.7,67696.09,151784,775000,29572.69,1182500,605,413,1732093.35,2862.96,nao_eleito
250000001374,SP,PT,185,159,2531677.61,13684.74,87738.42,240910,1522340.6,29663.59,651025,752,639,2551277.69,3392.66,eleito
250000001375,SP,PT,116,102,229833.75,1981.33,64113.98,36005.77,93000,33000,3714,188,155,204222.12,1086.29,nao_eleito
250000001376,SP,PC do B,46,43,429350.71,9333.71,8411.71,88150,38900,293889,0,452,377,360623.17,797.84,nao_eleito
250000001377,SP,PRB,7,7,2360,337.14,1680,0,0,680,0,7,7,2360,337.14,nao_eleito
250000001379,SP,PT,498,480,3844064.52,7719.01,149083.52,170596,860500,0,2663885,3712,2922,3644355.09,981.78,eleito
250000001380,SP,PR,16,15,94777.26,5923.58,94177.26,0,600,0,0,34,33,92642.9,2724.79,nao_eleito
250000001381,SP,PRB,10,10,9870,987,1530,7840,0,500,0,14,14,9870,705,nao_eleito
250000001382,SP,PR,27,24,140497.54,5203.61,125967.54,14530,0,0,0,75,69,136792.28,1823.9,nao_eleito
250000001383,SP,PT,50,48,146429.07,2928.58,56704.79,5000,23937.63,10786.65,50000,152,141,140804.07,926.34,nao_eleito
250000001384,SP,PT,42,41,59518.43,1417.11,7137.9,46500,0,5880.53,0,101,99,57718.43,571.47,nao_eleito
250000001386,SP,PT,384,365,2942766.54,7663.45,93536.52,203360,2129870.02,0,516000,1910,1531,3302577.11,1729.1,eleito
250000001387,SP,PRB,10,9,11653,1165.3,1595.5,1020,5000,4037.5,0,11,9,11039,1003.55,nao_eleito
250000001388,SP,PT do B,7,7,9831.28,1404.47,9831.28,0,0,0,0,7,7,9831.28,1404.47,nao_eleito
250000001389,SP,PT,5,3,1502.5,300.5,1502.5,0,0,0,0,5,3,1248.5,249.7,nao_eleito
250000001390,SP,PT,2,2,437.5,218.75,437.5,0,0,0,0,2,2,437.5,218.75,nao_eleito
250000001393,SP,PT,34,30,51212.61,1506.25,7362.61,6950,0,0,36900,51,47,49524.73,971.07,nao_eleito
250000001394,SP,PT,71,65,364515.53,5134.02,65398.05,29500,61043.6,161073.88,47500,287,213,298413.01,1039.77,nao_eleito
250000001395,SP,PT,26,26,13887.75,534.14,9827.75,4060,0,0,0,29,29,13874.83,478.44,nao_eleito
250000001396,SP,PR,81,76,1070531.64,13216.44,167656.64,240625,157250,10000,495000,1217,1161,975329.42,801.42,eleito
250000001398,SP,PT,247,236,2390007.58,9676.14,90638.25,323031.62,758670.02,158767.69,1058900,1163,947,2020054.35,1736.93,eleito
250000001400,SP,PT,51,49,176898.67,3468.6,8680.25,48338.42,6500,8680,104700,141,131,168754.38,1196.84,nao_eleito
250000001401,SP,PRB,28,28,176829,6315.32,89109,41720,30000,16000,0,59,55,174761.79,2962.06,eleito
250000001402,SP,PT,29,28,67950.82,2343.13,26980.82,39260,110,1600,0,68,59,62489.97,918.97,nao_eleito
250000001403,SP,PRB,13,13,22164.77,1704.98,18730,2920,0,514.77,0,70,58,22718.57,324.55,nao_eleito
250000001404,SP,PR,349,263,1254479.87,3594.5,0,147300,731545.45,18292.29,357342.13,655,472,1102297.42,1682.9,eleito
250000001405,SP,PC do B,10,10,7992.68,799.27,4892.68,3000,0,100,0,11,10,6594.55,599.5,nao_eleito
250000001406,SP,PC do B,4,4,3291.71,822.93,3291.71,0,0,0,0,4,4,3291.71,822.93,nao_eleito
250000001407,SP,PC do B,138,131,776469.37,5626.59,604394.92,93286,53260.1,17653.35,7875,588,496,763391.2,1298.28,eleito
250000001408,SP,PT,3,3,1616.75,538.92,1616.75,0,0,0,0,3,3,1616.75,538.92,nao_eleito
250000001409,SP,PT,221,212,660278.06,2987.68,150575.56,15952.5,13000,21000,459750,347,329,631000.52,1818.45,nao_eleito
250000001410,SP,PT,171,155,3020235.78,17662.2,253400.78,263085,1121000,10000,1372750,2606,1691,2180994.68,836.91,eleito
250000001411,SP,PT,26,26,10586.28,407.16,6586.28,4000,0,0,0,26,26,10586.28,407.16,nao_eleito
250000001412,SP,PT,4,4,3258,814.5,1758,0,1500,0,0,6,6,3258,543,nao_eleito
250000001413,SP,PT,26,25,26379.49,1014.6,3426.34,11713.25,780,10459.9,0,33,33,26379.49,799.38,nao_eleito
250000001414,SP,PT,34,33,68273.09,2008.03,40273.09,7500,0,20500,0,62,57,65483.09,1056.18,nao_eleito
250000001415,SP,PRB,3,3,2500,833.33,0,650,0,320,1530,5,5,2500,500,nao_eleito
250000001416,SP,PT,4,4,1800.08,450.02,1800.08,0,0,0,0,4,4,1800.08,450.02,nao_eleito
250000001418,SP,PC do B,24,24,17747.25,739.47,7747.25,3800,3500,2700,0,37,37,17717.62,478.85,nao_eleito
250000001419,SP,PT,30,24,117883.99,3929.47,8217.38,9866.61,0,4800,95000,137,113,96941,707.6,nao_eleito
250000001420,SP,PRB,2,2,1595,797.5,0,0,0,0,1595,2,2,1595,797.5,nao_eleito
250000001421,SP,PT,25,23,15841.22,633.65,7912.22,1020,2204,4705,0,26,24,12841.22,493.89,nao_eleito
250000001422,SP,PR,174,130,1048921.19,6028.28,427086.19,8779,300,9800,602956,424,333,944102.66,2226.66,eleito
250000001423,SP,PT,86,82,488958.97,5685.57,81520.97,80588,153000,7600,166250,215,203,449884.31,2092.49,nao_eleito
250000001424,SP,PT,207,184,3754382.15,18137.11,585070.65,259630,1693740,0,1215941.5,2546,1435,2740726.74,1076.48,eleito
250000001425,SP,PT,119,115,1148078.81,9647.72,124926.34,12550,767712.9,5389.57,237500,1045,654,819867.2,784.56,eleito
250000001426,SP,PT,36,35,34966.15,971.28,10256.15,18890,0,5820,0,74,60,29990.43,405.28,nao_eleito
250000001437,SP,PHS,4,4,1732.64,433.16,1232.64,500,0,0,0,4,4,1732.64,433.16,nao_eleito
250000001441,SP,PHS,11,11,9617.33,874.3,370,5460,300,655.61,2831.72,15,15,9617.33,641.16,nao_eleito
250000001442,SP,PHS,4,4,3783.66,945.91,3783.66,0,0,0,0,4,4,3783.66,945.91,nao_eleito
250000001443,SP,PHS,4,4,1282.64,320.66,1232.64,0,0,50,0,4,4,1282.64,320.66,nao_eleito
250000001446,SP,PHS,2,2,1129.7,564.85,1129.7,0,0,0,0,2,2,1129.7,564.85,nao_eleito
250000001448,SP,PHS,4,4,3783.66,945.91,3783.66,0,0,0,0,4,4,3783.66,945.91,nao_eleito
250000001449,SP,PHS,3,3,1232.64,410.88,1232.64,0,0,0,0,3,3,1232.64,410.88,nao_eleito
250000001450,SP,PHS,18,18,11689.43,649.41,5703.42,5278.03,707.98,0,0,18,18,11689.43,649.41,nao_eleito
250000001452,SP,PHS,9,9,21942.85,2438.09,21942.85,0,0,0,0,9,9,21942.85,2438.09,nao_eleito
250000001454,SP,PHS,4,4,3615.66,903.91,3615.66,0,0,0,0,4,4,3896.36,974.09,nao_eleito
250000001455,SP,PHS,6,6,7083.66,1180.61,7083.66,0,0,0,0,6,6,7083.66,1180.61,nao_eleito
250000001456,SP,PHS,5,5,1382.64,276.53,1332.64,0,0,50,0,5,5,1382.64,276.53,nao_eleito
250000001458,SP,PHS,7,7,14953.66,2136.24,3783.66,11170,0,0,0,11,11,14953.66,1359.42,nao_eleito
250000001459,SP,PHS,9,9,21942.85,2438.09,21942.85,0,0,0,0,9,9,21942.85,2438.09,nao_eleito
250000001460,SP,PHS,4,4,3783.66,945.91,3783.66,0,0,0,0,4,4,3783.66,945.91,nao_eleito
250000001461,SP,PHS,4,4,3783.66,945.91,3783.66,0,0,0,0,4,4,3783.66,945.91,nao_eleito
250000001462,SP,PHS,35,21,19836.36,566.75,5331.36,14400,0,105,0,34,20,12143.86,357.17,nao_eleito
250000001463,SP,PHS,5,5,1432.64,286.53,1332.64,0,0,100,0,5,5,1432.64,286.53,nao_eleito
250000001464,SP,PHS,5,5,1382.64,276.53,1332.64,0,0,50,0,5,5,1382.64,276.53,nao_eleito
250000001465,SP,PHS,4,4,3783.66,945.91,3783.66,0,0,0,0,4,4,3783.66,945.91,nao_eleito
250000001467,SP,PHS,4,4,3783.66,945.91,3783.66,0,0,0,0,4,4,3783.66,945.91,nao_eleito
250000001469,SP,PHS,7,7,5183.66,740.52,3783.66,1400,0,0,0,7,7,5183.66,740.52,nao_eleito
250000001470,SP,PHS,9,9,2381.24,264.58,1512.64,560,0,308.6,0,9,9,4825.06,536.12,nao_eleito
250000001472,SP,PHS,5,5,4233.66,846.73,3783.66,0,450,0,0,5,5,4233.66,846.73,nao_eleito
250000001473,SP,PHS,4,4,3783.66,945.91,3783.66,0,0,0,0,4,4,3783.66,945.91,nao_eleito
250000001474,SP,PHS,1,1,325,325,325,0,0,0,0,1,1,325,325,nao_eleito
250000001475,SP,PHS,33,22,66736.57,2022.32,38436.57,16100,0,12200,0,36,25,46236.57,1284.35,nao_eleito
250000001476,SP,PHS,5,5,1382.64,276.53,1332.64,0,0,50,0,5,5,1382.64,276.53,nao_eleito
250000001478,SP,PHS,3,3,1345.34,448.45,1345.34,0,0,0,0,3,3,1345.34,448.45,nao_eleito
250000001479,SP,PHS,4,4,3896.36,974.09,3896.36,0,0,0,0,4,4,3896.36,974.09,nao_eleito
250000001480,SP,PHS,10,10,7730.66,773.07,3783.66,3547,400,0,0,12,12,7730.66,644.22,nao_eleito
250000001481,SP,PHS,17,17,36913.42,2171.38,3793.42,25605,7515,0,0,24,23,36113.42,1504.73,nao_eleito
250000001482,SP,PHS,5,5,3932.96,786.59,3896.36,0,0,36.6,0,8,8,3932.96,491.62,nao_eleito
250000001483,SP,PHS,4,4,3896.36,974.09,3896.36,0,0,0,0,4,4,3896.36,974.09,nao_eleito
250000001670,SP,PTN,3,3,3854.5,1284.83,0,0,3300,200,354.5,3,3,3854.5,1284.83,nao_eleito
250000001671,SP,PTN,1,1,510,510,0,510,0,0,0,1,1,510,510,nao_eleito
250000001674,SP,PTN,3,3,11763.51,3921.17,1063.51,0,0,10700,0,26,26,11746.51,451.79,nao_eleito
250000001675,SP,PTN,3,3,1354.5,451.5,0,1000,0,0,354.5,3,3,1354.5,451.5,nao_eleito
250000001677,SP,PTN,1,1,1063.51,1063.51,1063.51,0,0,0,0,1,1,1063.51,1063.51,nao_eleito
250000001678,SP,PTN,3,3,2254.13,751.38,1599.63,300,0,0,354.5,6,5,2154.13,359.02,nao_eleito
250000001679,SP,PTN,6,6,2904.5,484.08,0,2550,0,0,354.5,6,6,2904.5,484.08,nao_eleito
250000001680,SP,PTN,4,4,644.5,161.12,354.5,0,0,290,0,2,2,574.5,287.25,nao_eleito
250000001687,SP,PTN,3,3,1195.5,398.5,0,0,0,850,345.5,3,3,1195.5,398.5,nao_eleito
250000001688,SP,PTN,1,1,1000,1000,0,0,1000,0,0,2,2,1000,500,nao_eleito
250000001689,SP,PTN,7,6,8854.5,1264.93,0,6200,0,2300,354.5,14,14,8854.5,632.46,nao_eleito
250000001691,SP,PTN,5,5,4493.62,898.72,2662.51,0,0,1831.11,0,6,6,4493.62,748.94,nao_eleito
250000001692,SP,PTN,15,13,8067.5,537.83,4329.5,3738,0,0,0,36,21,9221.88,256.16,nao_eleito
250000001694,SP,PTN,1,1,1300,1300,0,0,0,1300,0,4,4,1245,311.25,nao_eleito
250000001695,SP,PTN,2,2,674.5,337.25,0,0,0,320,354.5,2,2,674.5,337.25,nao_eleito
250000001696,SP,PTN,2,2,59250,29625,59250,0,0,0,0,2,2,59250,29625,nao_eleito
250000001698,SP,PTN,12,12,24104.5,2008.71,354.5,13550,9000,1200,0,45,31,23371.67,519.37,nao_eleito
250000001699,SP,PTN,3,2,754.5,251.5,354.5,400,0,0,0,10,9,738.8,73.88,nao_eleito
250000001701,SP,PTN,3,3,45354.5,15118.17,45354.5,0,0,0,0,3,3,45304.5,15101.5,nao_eleito
250000001703,SP,PTN,3,3,2213.51,737.84,1063.51,700,450,0,0,3,3,2213.51,737.84,nao_eleito
250000001704,SP,PTN,10,10,4600,460,0,2361,0,2239,0,27,23,3619.65,134.06,nao_eleito
250000001705,SP,PTN,4,4,654.5,163.62,0,170,0,130,354.5,4,3,524.5,131.12,nao_eleito
250000001706,SP,PTN,2,2,289.35,144.68,0,50,0,0,239.35,2,2,289.35,144.68,nao_eleito
250000001710,SP,PTN,4,4,1854.5,463.62,0,1500,0,0,354.5,4,4,1854.5,463.62,nao_eleito
250000001711,SP,PTN,3,3,3164.8,1054.93,3164.8,0,0,0,0,8,8,3164.8,395.6,nao_eleito
250000001712,SP,PTN,4,4,23413.51,5853.38,1063.51,11000,11350,0,0,7,7,23413.51,3344.79,nao_eleito
250000001719,SP,PTN,2,2,6490,3245,0,0,0,6490,0,8,7,6487.1,810.89,nao_eleito
250000001723,SP,PTN,7,7,1474.5,210.64,354.5,150,970,0,0,7,7,1474.5,210.64,nao_eleito
250000001725,SP,PTN,1,1,354.5,354.5,354.5,0,0,0,0,1,1,354.5,354.5,nao_eleito
250000001727,SP,PTN,2,2,709,354.5,354.5,0,0,0,354.5,2,2,709,354.5,nao_eleito
250000001728,SP,PTN,3,3,652.18,217.39,412.83,0,0,0,239.35,3,3,652.18,217.39,nao_eleito
250000001729,SP,PTN,3,3,2325,775,0,1475,850,0,0,9,6,1647.73,183.08,nao_eleito
250000001732,SP,PTN,16,14,7029,439.31,0,3700,2435.15,300,593.85,18,17,6642.65,369.04,nao_eleito
250000001822,SP,PP,13,12,77880,5990.77,580,2000,45000,30300,0,46,42,65179.44,1416.94,nao_eleito
250000001823,SP,PP,8,8,214572.73,26821.59,80,0,10000,204492.73,0,33,31,211821.73,6418.84,nao_eleito
250000001824,SP,PP,33,33,154596.5,4684.74,35325,74330,42941.5,0,2000,152,151,151896.5,999.32,nao_eleito
250000001825,SP,PP,114,114,235227.83,2063.4,1590.83,57462,175675,500,0,255,227,212042.62,831.54,nao_eleito
250000001826,SP,PP,45,43,2378850.91,52863.35,555,60000,1475993.18,217050,625252.73,1531,1303,2048595.61,1338.08,eleito
250000001828,SP,PP,7,7,5290,755.71,160,1000,0,3830,300,12,12,5252.4,437.7,nao_eleito
250000001829,SP,PP,2,2,680,340,0,0,0,680,0,2,2,680,340,nao_eleito
250000001830,SP,PP,28,26,65590.25,2342.51,784.7,33805.55,22000,9000,0,40,39,64090.25,1602.26,nao_eleito
250000001831,SP,PP,12,11,25921.66,2160.14,3621.66,1500,20800,0,0,15,14,25221.66,1681.44,nao_eleito
250000001832,SP,PP,32,31,17641.35,551.29,1141.35,10200,0,6300,0,63,57,17093.92,271.33,nao_eleito
250000001833,SP,PP,6,6,3003.5,500.58,155,600,248.5,2000,0,14,14,3003.5,214.54,nao_eleito
250000001835,SP,PP,9,9,13909.8,1545.53,80,1780,5567.5,6482.3,0,22,11,7355.5,334.34,nao_eleito
250000001838,SP,PP,4,4,1262.7,315.68,0,0,0,1262.7,0,10,7,1237.4,123.74,nao_eleito
250000001839,SP,PP,9,9,10605,1178.33,155,870,6680,0,2900,9,9,10605,1178.33,nao_eleito
250000001841,SP,PP,5,5,6155,1231,155,3700,0,2000,300,6,6,6020,1003.33,nao_eleito
250000001842,SP,PP,22,22,20904.22,950.19,1503.72,11950,1575,3875.5,2000,25,25,20904.22,836.17,nao_eleito
250000001843,SP,PP,54,52,745243.43,13800.8,2215,100709,542190,9229.43,90900,531,461,693061.42,1305.2,nao_eleito
250000001844,SP,PP,16,16,7369.91,460.62,1083.33,200,0,6086.58,0,15,15,7169.91,477.99,nao_eleito
250000001845,SP,PP,12,10,56800,4733.33,0,2500,34000,0,20300,82,57,47900,584.15,nao_eleito
250000001846,SP,PP,7,7,110779.53,15825.65,75000,0,30000,5779.53,0,126,117,109447.53,868.63,nao_eleito
250000001849,SP,PP,40,40,256114.44,6402.86,555,92300,15000,148259.44,0,146,122,250659.56,1716.85,nao_eleito
250000001850,SP,PP,73,73,83293,1141,1693,81400,0,200,0,89,85,86113.22,967.56,nao_eleito
250000001851,SP,PP,24,24,186928.87,7788.7,555,55361.37,126512.5,4500,0,66,61,186047.27,2818.9,nao_eleito
250000001852,SP,PP,15,14,20967.08,1397.81,325,2200.2,8300,10141.88,0,33,29,19030.58,576.68,nao_eleito
250000001853,SP,PP,1,1,2000,2000,0,0,0,2000,0,5,4,1528.9,305.78,nao_eleito
250000001854,SP,PP,87,83,207719,2387.57,900,164669,42150,0,0,315,313,207119,657.52,nao_eleito
250000001855,SP,PP,9,8,29410,3267.78,310,0,25100,4000,0,57,51,25722.38,451.27,nao_eleito
250000001856,SP,PP,10,10,59869.2,5986.92,535,0,0,59334.2,0,36,35,58419.2,1622.76,nao_eleito
250000001857,SP,PP,115,110,166650.6,1449.14,6198.5,74450,63652.1,22350,0,158,147,159225.61,1007.76,eleito
250000001858,SP,PP,16,14,19115,1194.69,455,4400,0,14260,0,35,26,15773.84,450.68,nao_eleito
250000001859,SP,PP,35,33,292772.81,8364.94,1470.19,57300,24106.62,207896,2000,288,280,288922.81,1003.2,nao_eleito
250000001860,SP,PP,20,20,17266.81,863.34,589.7,7827.11,5400,3450,0,57,49,17047.56,299.08,nao_eleito
250000001861,SP,PP,5,5,3510,702,0,1000,0,2510,0,10,9,3260,326,nao_eleito
250000001862,SP,PP,17,17,15710,924.12,300,9680,4530,1200,0,33,31,18548.59,562.08,nao_eleito
250000001863,SP,PP,21,20,68979.5,3284.74,1162.5,6700,19667,41450,0,83,78,68542.75,825.82,nao_eleito
250000001864,SP,PP,20,20,152955.45,7647.77,455,17670,4000,130830.45,0,56,53,151367.6,2702.99,nao_eleito
250000001865,SP,PP,14,13,29494,2106.71,2777,14000,12037,680,0,35,34,28428,812.23,nao_eleito
250000001866,SP,PP,27,26,75191.6,2784.87,0,21200,21329.6,32662,0,67,66,73691.6,1099.87,nao_eleito
250000001867,SP,PP,18,17,58258.27,3236.57,555,27390,20313.27,10000,0,37,37,58258.27,1574.55,nao_eleito
250000001868,SP,PP,13,12,55274.5,4251.88,305,1545,0,53424.5,0,41,38,53825,1312.8,nao_eleito
250000001869,SP,PP,113,113,82687.44,731.75,300,71227.66,5659.78,5500,0,98,97,71706.66,731.7,nao_eleito
250000001870,SP,PP,38,37,55290.56,1455.01,1120.5,17598.4,20200,16371.66,0,142,121,50523.83,355.8,nao_eleito
250000001871,SP,PP,5,4,1655,331,155,0,0,1500,0,5,5,1649.85,329.97,nao_eleito
250000001872,SP,PP,23,23,46463.31,2020.14,1975.5,13487.81,31000,0,0,33,33,46463.31,1407.98,nao_eleito
250000001873,SP,PP,4,4,2235,558.75,2155,0,80,0,0,3,3,2110,703.33,nao_eleito
250000001874,SP,PP,4,4,28155,7038.75,155,0,25000,2700,300,43,40,26155,608.26,nao_eleito
250000001875,SP,PP,1,1,80,80,80,0,0,0,0,1,1,80,80,nao_eleito
250000001876,SP,PP,35,21,61180.5,1748.01,2100.5,34880,5400,18800,0,64,44,35593.25,556.14,nao_eleito
250000001877,SP,PP,80,61,67388.55,842.36,825.25,29416.54,19950,17196.76,0,144,91,46440.85,322.51,nao_eleito
250000001878,SP,PP,10,10,4149.7,414.97,589.7,950,0,610,2000,12,12,4147.7,345.64,nao_eleito
250000001879,SP,PP,82,57,1564179.2,19075.36,2282.5,60100.64,889695.96,422224.96,189875.14,1381,1344,1488589.86,1077.91,eleito
250000001880,SP,PP,38,32,803339.08,21140.5,106947,69550,88151.92,0,538690.16,369,342,767438.73,2079.78,eleito
250000001881,SP,PP,14,14,14157.32,1011.24,951,6587,6619.32,0,0,14,14,14157.32,1011.24,nao_eleito
250000001882,SP,PP,12,12,1437.3,119.78,629.2,224,0,584.1,0,12,12,1437.3,119.77,nao_eleito
250000001887,SP,PP,17,14,72880,4287.06,300,1680,0,70900,0,37,33,70947.64,1917.5,nao_eleito
250000001888,SP,PP,19,17,34120.11,1795.8,1058,28220,4842.11,0,0,37,26,33966.21,918.01,nao_eleito
250000001889,SP,PP,32,28,1059092.92,33096.65,155,15000,542937.92,401000,100000,487,442,1021635.69,2097.81,nao_eleito
250000001890,SP,PP,3,3,2960,986.67,0,0,0,2960,0,3,3,2770.35,923.45,nao_eleito
250000001891,SP,PP,40,37,108215,2705.38,155,50560,0,57500,0,105,88,104182,992.21,nao_eleito
250000001993,SP,PSTU,31,27,26681.01,860.68,8791.01,10360,0,7530,0,31,27,25143.51,811.08,nao_eleito
250000001994,SP,PSTU,26,26,6033.78,232.07,1233.78,4300,0,300,200,20,20,6033.13,301.66,nao_eleito
250000001995,SP,PSTU,59,48,22702.69,384.79,12521.86,4430,0,3489,2261.83,62,51,19574.75,315.72,nao_eleito
250000001997,SP,PSTU,10,10,4042.67,404.27,2157.67,1625,0,0,260,17,13,3896.37,229.2,nao_eleito
250000002041,SP,PMN,9,8,4955,550.56,0,1800,0,600,2555,9,8,4705,522.78,nao_eleito
250000002042,SP,PMN,19,11,8230,433.16,3360,50,0,770,4050,75,65,6213.23,82.84,nao_eleito
250000002043,SP,PMN,22,17,37558,1707.18,16003.5,12000,3000,4.5,6550,46,39,33598,730.39,nao_eleito
250000002044,SP,PMN,8,6,3060,382.5,0,0,0,260,2800,7,5,2560,365.71,nao_eleito
250000002045,SP,PMN,15,12,8841,589.4,1077,0,0,4430,3334,17,14,7470.8,439.46,nao_eleito
250000002046,SP,PMN,16,13,7373.5,460.84,673.5,3000,0,900,2800,16,13,6623.5,413.97,nao_eleito
250000002047,SP,PMN,9,6,3840,426.67,0,0,0,2200,1640,14,10,2306,164.71,nao_eleito
250000002048,SP,PMN,7,5,2750,392.86,450,0,0,800,1500,7,5,2250,321.43,nao_eleito
